id,gender,country,age,box_cox,median,coefficient,p_2,p_3,p_5,p_10,p_25,p_50,p_75,p_80,p_90,p_95,p_97,p_98,p_85,created_at,updated_at,type
3564,f,AUS,24,-0.98660853,16.42339664,0.085451785,,14.1473467,14.39787089,14.80134054,15.52807587,16.42339664,17.42745659,,18.44139317,19.10623522,19.56410958,,18.01820579,2016-06-19T11:35:04.198Z,2016-06-19T11:35:04.198Z,BmiChart
3565,f,AUS,24.5,-1.024496827,16.38804056,0.085025838,,14.13226271,14.3801866,14.77964811,15.49975639,16.38804056,17.38581552,,18.39526372,19.05823845,19.51534333,,17.97371413,2016-06-19T11:35:04.207Z,2016-06-19T11:35:04.207Z,BmiChart
3566,f,AUS,25.5,-1.102698353,16.3189719,0.084214052,,14.10240814,14.34527262,14.73694628,15.44421901,16.3189719,17.30484811,,18.30610782,18.9659499,19.42197989,,17.88748812,2016-06-19T11:35:04.211Z,2016-06-19T11:35:04.211Z,BmiChart
3567,f,AUS,26.5,-1.18396635,16.25207985,0.083455124,,14.07297394,14.31096806,14.6951581,15.39014846,16.25207985,17.2269319,,18.22103253,18.87853388,19.33410382,,17.80489051,2016-06-19T11:35:04.216Z,2016-06-19T11:35:04.216Z,BmiChart
3568,f,AUS,27.5,-1.268071036,16.18734669,0.082748284,,14.04396337,14.27727686,14.65428696,15.33754218,16.18734669,17.15202498,,18.13997016,18.79590999,19.25163039,,17.72586396,2016-06-19T11:35:04.220Z,2016-06-19T11:35:04.220Z,BmiChart
3569,f,AUS,28.5,-1.354751525,16.12475448,0.082092737,,14.01538008,14.24420303,14.61433601,15.28639717,16.12475448,17.08008556,,18.06285334,18.71799839,19.17447582,,17.65035137,2016-06-19T11:35:04.224Z,2016-06-19T11:35:04.224Z,BmiChart
3570,f,AUS,29.5,-1.443689692,16.06428762,0.081487717,,13.98722569,14.21174909,14.57530775,15.23671134,16.06428762,17.01107457,,17.98961595,18.64471845,19.10255392,,17.57829774,2016-06-19T11:35:04.229Z,2016-06-19T11:35:04.229Z,BmiChart
3571,f,AUS,30.5,-1.53454192,16.00593001,0.080932448,,13.95950246,14.17991775,14.53720437,15.18848189,16.00593001,16.94495296,,17.92019231,18.5759903,19.03577948,,17.50964839,2016-06-19T11:35:04.233Z,2016-06-19T11:35:04.233Z,BmiChart
3572,f,AUS,31.5,-1.626928093,15.94966631,0.080426175,,13.93221207,14.14871111,14.50002752,15.14170598,15.94966631,16.88168308,,17.85451773,18.51173402,18.97406651,,17.44434994,2016-06-19T11:35:04.238Z,2016-06-19T11:35:04.238Z,BmiChart
3573,f,AUS,32.5,-1.720434829,15.89548197,0.079968176,,13.90535562,14.11813062,14.46377827,15.09638064,15.89548197,16.82122877,,17.79252859,18.45186978,18.91732801,,17.38235043,2016-06-19T11:35:04.242Z,2016-06-19T11:35:04.242Z,BmiChart
3574,f,AUS,33.5,-1.814635262,15.84336179,0.079557735,,13.87893492,14.08817793,14.42845728,15.05250203,15.84336179,16.763554,,17.73416201,18.39631848,18.86547771,,17.32359846,2016-06-19T11:35:04.247Z,2016-06-19T11:35:04.247Z,BmiChart
3575,f,AUS,34.5,-1.909076262,15.79329146,0.079194187,,13.852951,14.0588539,14.39406456,15.01006617,15.79329146,16.70862449,,17.67935646,18.34500099,18.81842784,,17.26804436,2016-06-19T11:35:04.251Z,2016-06-19T11:35:04.251Z,BmiChart
3576,f,AUS,35.5,-2.003296102,15.7452564,0.078876895,,13.82740517,14.03015932,14.36059959,14.96906838,15.7452564,16.65640663,,17.62805146,18.29783876,18.7760905,,17.21563951,2016-06-19T11:35:04.256Z,2016-06-19T11:35:04.256Z,BmiChart
3577,f,AUS,36.5,-2.096828937,15.69924188,0.078605255,,13.80229888,14.00209476,14.32806133,14.92950329,15.69924188,16.60686761,,17.5801877,18.25475381,18.73837743,,17.16633643,2016-06-19T11:35:04.260Z,2016-06-19T11:35:04.260Z,BmiChart
3578,f,AUS,37.5,-2.189211877,15.65523282,0.078378696,,13.77763382,13.97466073,14.29644823,14.89136478,15.65523282,16.55997523,,17.53570705,18.21566879,18.70520011,,17.12008872,2016-06-19T11:35:04.264Z,2016-06-19T11:35:04.264Z,BmiChart
3579,f,AUS,38.5,-2.279991982,15.61321371,0.078196674,,13.75341201,13.94785767,14.26575827,14.85464591,15.61321371,16.51569783,,17.49455256,18.18050711,18.67646985,,17.07685104,2016-06-19T11:35:04.269Z,2016-06-19T11:35:04.269Z,BmiChart
3580,f,AUS,39.5,-2.368732949,15.57316843,0.078058667,,13.72963586,13.92168608,14.23598902,14.81933896,15.57316843,16.4740041,,17.45666842,18.14919304,18.65209796,,17.03657894,2016-06-19T11:35:04.273Z,2016-06-19T11:35:04.273Z,BmiChart
3581,f,AUS,40.5,-2.455021314,15.53508019,0.077964169,,13.70630824,13.89614655,14.20713766,14.78543535,15.53508019,16.43486298,,17.42199993,18.12165176,18.63199585,,16.99922885,2016-06-19T11:35:04.278Z,2016-06-19T11:35:04.278Z,BmiChart
3582,f,AUS,41.5,-2.538471972,15.49893145,0.077912684,,13.68343254,13.87123981,14.17920105,14.75292568,15.49893145,16.39824347,,17.39049347,18.09780945,18.61607518,,16.96475788,2016-06-19T11:35:04.282Z,2016-06-19T11:35:04.282Z,BmiChart
3583,f,AUS,42.5,-2.618732901,15.46470384,0.077903716,,13.66101266,13.84696678,14.15217581,14.72179977,15.46470384,16.36411453,,17.36209639,18.07759336,18.60424802,,16.93312378,2016-06-19T11:35:04.287Z,2016-06-19T11:35:04.287Z,BmiChart
3584,f,AUS,43.5,-2.695488973,15.43237817,0.077936763,,13.63905306,13.82332865,14.12605833,14.69204668,15.43237817,16.33244497,,17.33675699,18.06093184,18.59642696,,16.90428477,2016-06-19T11:35:04.292Z,2016-06-19T11:35:04.292Z,BmiChart
3585,f,AUS,44.5,-2.768464816,15.40193436,0.078011309,,13.61755872,13.80032682,14.10084485,14.6636548,15.40193436,16.30320336,,17.31442438,18.04775438,18.59252526,,16.87819947,2016-06-19T11:35:04.297Z,2016-06-19T11:35:04.297Z,BmiChart
3586,f,AUS,45.5,-2.837426693,15.37335154,0.078126817,,13.59653518,13.77796299,14.07653151,14.63661186,15.37335154,16.27635793,,17.29504843,18.03799161,18.59245694,,16.85482681,2016-06-19T11:35:04.301Z,2016-06-19T11:35:04.301Z,BmiChart
3587,f,AUS,46.5,-2.902178205,15.34660842,0.078282739,,13.57598804,13.75623885,14.05311425,14.61090523,15.34660842,16.25187703,,17.27857995,18.03157513,18.59613624,,16.83412628,2016-06-19T11:35:04.305Z,2016-06-19T11:35:04.305Z,BmiChart
3588,f,AUS,47.5,-2.962580386,15.32168181,0.078478449,,13.55592455,13.73515717,14.03058936,14.58652134,15.32168181,16.22972719,,17.2649696,18.02843822,18.6034803,,16.81605638,2016-06-19T11:35:04.310Z,2016-06-19T11:35:04.310Z,BmiChart
3589,f,AUS,48.5,-3.018521987,15.29854897,0.078713325,,13.53635124,13.71472021,14.00895279,14.56344665,15.29854897,16.20987583,,17.25416922,18.02851473,18.61440545,,16.80057671,2016-06-19T11:35:04.316Z,2016-06-19T11:35:04.316Z,BmiChart
3590,f,AUS,49.5,-3.069936555,15.27718618,0.078986694,,13.51727537,13.6949307,13.98820066,14.54166718,15.27718618,16.19228952,,17.24613088,18.03173977,18.62882971,,16.78764654,2016-06-19T11:35:04.320Z,2016-06-19T11:35:04.320Z,BmiChart
3591,f,AUS,50.5,-3.116795864,15.2575692,0.079297841,,13.49870449,13.67579162,13.96832912,14.52116867,15.2575692,16.17693441,,17.24080701,18.03804946,18.64667225,,16.77722512,2016-06-19T11:35:04.326Z,2016-06-19T11:35:04.326Z,BmiChart
3592,f,AUS,51.5,-3.159107331,15.23967338,0.079646006,,13.48064637,13.65730608,13.94933441,14.50193674,15.23967338,16.16377626,,17.23815034,18.04738091,18.66785338,,16.76927159,2016-06-19T11:35:04.332Z,2016-06-19T11:35:04.332Z,BmiChart
3593,f,AUS,52.5,-3.196911083,15.22347371,0.080030389,,13.46310899,13.63947739,13.93121283,14.48395686,15.22347371,16.15278049,,17.23811389,18.05967216,18.6922946,,16.76374505,2016-06-19T11:35:04.336Z,2016-06-19T11:35:04.336Z,BmiChart
3594,f,AUS,53.5,-3.230276759,15.20894491,0.080450145,,13.44610041,13.62230894,13.91396079,14.46721445,15.20894491,16.14391221,,17.24065086,18.0748621,18.71991859,,16.76060449,2016-06-19T11:35:04.340Z,2016-06-19T11:35:04.340Z,BmiChart
3595,f,AUS,54.5,-3.259300182,15.19606152,0.080904391,,13.42962877,13.60580421,13.89757474,14.45169495,15.19606152,16.13713628,,17.24571467,18.09289045,18.75064919,,16.75980884,2016-06-19T11:35:04.345Z,2016-06-19T11:35:04.345Z,BmiChart
3596,f,AUS,55.5,-3.284099963,15.18479799,0.081392203,,13.41370222,13.58996673,13.88205123,14.4373838,15.18479799,16.13241736,,17.25325891,18.11369768,18.78441142,,16.76131695,2016-06-19T11:35:04.350Z,2016-06-19T11:35:04.350Z,BmiChart
3597,f,AUS,56.5,-3.30481415,15.17512871,0.081912623,,13.39832882,13.57480002,13.8673869,14.42426656,15.17512871,16.12971996,,17.2632373,18.13722499,18.82113141,,16.76508763,2016-06-19T11:35:04.354Z,2016-06-19T11:35:04.354Z,BmiChart
3598,f,AUS,57.5,-3.321596954,15.16702811,0.082464661,,13.38351658,13.56030761,13.8535784,14.41232886,15.16702811,16.12900854,,17.27560372,18.16341422,18.86073644,,16.77107966,2016-06-19T11:35:04.358Z,2016-06-19T11:35:04.358Z,BmiChart
3599,f,AUS,58.5,-3.334615646,15.16047068,0.083047295,,13.36927334,13.54649295,13.84062247,14.40155647,15.16047068,16.13024748,,17.29031217,18.19220786,18.90315485,,16.77925184,2016-06-19T11:35:04.363Z,2016-06-19T11:35:04.363Z,BmiChart
3600,f,AUS,59.5,-3.344047622,15.15543107,0.083659478,,13.35560679,13.53335941,13.82851587,14.39193532,15.15543107,16.13340121,,17.30731682,18.22354893,18.94831604,,16.78956298,2016-06-19T11:35:04.367Z,2016-06-19T11:35:04.367Z,BmiChart
3601,f,AUS,60.5,-3.35007771,15.15188405,0.084300139,,13.34252439,13.52091027,13.81725538,14.38345148,15.15188405,16.13843423,,17.32657196,18.25738105,18.99615046,,16.80197195,2016-06-19T11:35:04.371Z,2016-06-19T11:35:04.371Z,BmiChart
3602,f,AUS,61.5,-3.352893805,15.14980479,0.0849682,,13.33003322,13.50914853,13.80683773,14.37609125,15.14980479,16.14531133,,17.34803218,18.29364826,19.04658918,,16.81643792,2016-06-19T11:35:04.376Z,2016-06-19T11:35:04.376Z,BmiChart
3603,f,AUS,62.5,-3.352691376,15.14916825,0.085662539,,13.31814053,13.4980774,13.79725982,14.36984096,15.14916825,16.15399692,,17.37165187,18.33229525,19.09956514,,16.83291965,2016-06-19T11:35:04.380Z,2016-06-19T11:35:04.380Z,BmiChart
3604,f,AUS,63.5,-3.34966438,15.14994984,0.086382035,,13.3068531,13.48769977,13.78851848,14.3646872,15.14994984,16.16445581,,17.39738575,18.37326713,19.15501183,,16.85137625,2016-06-19T11:35:04.385Z,2016-06-19T11:35:04.385Z,BmiChart
3605,f,AUS,64.5,-3.343998803,15.15212585,0.087125591,,13.29617673,13.47801782,13.78061022,14.3606169,15.15212585,16.17665394,,17.42518932,18.41650918,19.21286229,,16.87176785,2016-06-19T11:35:04.389Z,2016-06-19T11:35:04.389Z,BmiChart
3606,f,AUS,65.5,-3.335889574,15.15567186,0.087892047,,13.28611805,13.4690344,13.77353197,14.35761687,15.15567186,16.19055603,,17.45501735,18.46196754,19.27305261,,16.89405345,2016-06-19T11:35:04.394Z,2016-06-19T11:35:04.394Z,BmiChart
3607,f,AUS,66.5,-3.325522491,15.16056419,0.088680264,,13.27668282,13.46075175,13.76728041,14.35567422,15.16056419,16.20612774,,17.48682523,18.50958858,19.33551875,,16.91819285,2016-06-19T11:35:04.399Z,2016-06-19T11:35:04.399Z,BmiChart
3608,f,AUS,67.5,-3.31307846,15.16677947,0.089489106,,13.26787651,13.45317191,13.76185216,14.35477623,15.16677947,16.22333502,,17.52056863,18.55931907,19.40019747,,16.94414613,2016-06-19T11:35:04.403Z,2016-06-19T11:35:04.403Z,BmiChart
3609,f,AUS,68.5,-3.298732648,15.17429464,0.090317434,,13.25970423,13.44629667,13.75724378,14.35491035,15.17429464,16.24214414,,17.55620345,18.6111062,19.46702632,,16.97187362,2016-06-19T11:35:04.408Z,2016-06-19T11:35:04.408Z,BmiChart
3610,f,AUS,69.5,-3.282653831,15.18308694,0.091164117,,13.25217076,13.44012761,13.75345175,14.35606415,15.18308694,16.26252167,,17.5936859,18.6648976,19.53594365,,17.00133593,2016-06-19T11:35:04.412Z,2016-06-19T11:35:04.412Z,BmiChart
3611,f,AUS,70.5,-3.265003896,15.1931339,0.092028028,,13.24528055,13.43466608,13.75047248,14.35822537,15.1931339,16.28443453,,17.63297244,18.72064127,19.60688859,,17.03249399,2016-06-19T11:35:04.417Z,2016-06-19T11:35:04.417Z,BmiChart
3612,f,AUS,71.5,-3.245937506,15.20441335,0.092908048,,13.23903773,13.42991321,13.74830229,14.36138186,15.20441335,16.30784995,,17.67401984,18.77828567,19.67980103,,17.065309,2016-06-19T11:35:04.421Z,2016-06-19T11:35:04.421Z,BmiChart
3613,f,AUS,72.5,-3.225606516,15.21690296,0.093803033,,13.23344678,13.42587042,13.74693776,14.36552155,15.21690296,16.33273474,,17.7167845,18.83777954,19.75462234,,17.09974172,2016-06-19T11:35:04.426Z,2016-06-19T11:35:04.426Z,BmiChart
3614,f,AUS,73.5,-3.204146115,15.2305815,0.094711916,,13.22851054,13.42253788,13.74637473,14.37063258,15.2305815,16.35905747,,17.7612244,18.89907229,19.83129333,,17.13575468,2016-06-19T11:35:04.430Z,2016-06-19T11:35:04.430Z,BmiChart
3615,f,AUS,74.5,-3.181690237,15.24542745,0.095633595,,13.22423251,13.41991629,13.74660941,14.37670312,15.24542745,16.38678602,,17.80729692,18.96211354,19.90975644,,17.17330968,2016-06-19T11:35:04.435Z,2016-06-19T11:35:04.435Z,BmiChart
3616,f,AUS,75.5,-3.158363475,15.26141966,0.096566992,,13.22061564,13.41800595,13.74763782,14.38372148,15.26141966,16.41588887,,17.85496,19.02685341,19.9899546,,17.21236911,2016-06-19T11:35:04.440Z,2016-06-19T11:35:04.440Z,BmiChart
3617,f,AUS,76.5,-3.134282833,15.27853728,0.097511046,,13.21766256,13.41680692,13.74945586,14.39167606,15.27853728,16.44633482,,17.90417191,19.09324243,20.07183146,,17.25289572,2016-06-19T11:35:04.444Z,2016-06-19T11:35:04.444Z,BmiChart
3618,f,AUS,77.5,-3.109557879,15.29675967,0.09846471,,13.21537563,13.41631905,13.75205934,14.40055533,15.29675967,16.478093,,17.95489128,19.16123158,20.15533137,,17.29485256,2016-06-19T11:35:04.448Z,2016-06-19T11:35:04.448Z,BmiChart
3619,f,AUS,78.5,-3.084290931,15.31606644,0.099426955,,13.2137569,13.41654198,13.75544399,14.41034784,15.31606644,16.51113288,,18.00707707,19.23077228,20.24039941,,17.33820304,2016-06-19T11:35:04.453Z,2016-06-19T11:35:04.453Z,BmiChart
3620,f,AUS,79.5,-3.058577292,15.33643745,0.100396769,,13.21280815,13.41747514,13.7596054,14.42104223,15.33643745,16.54542424,,18.06068861,19.30181639,20.32698132,,17.38291092,2016-06-19T11:35:04.457Z,2016-06-19T11:35:04.457Z,BmiChart
3621,f,AUS,80.5,-3.032505499,15.35785274,0.101373159,,13.21253087,13.41911775,13.76453911,14.43262719,15.35785274,16.58093719,,18.11568557,19.37431624,20.41502357,,17.42894029,2016-06-19T11:35:04.461Z,2016-06-19T11:35:04.461Z,BmiChart
3622,f,AUS,81.5,-3.0061576,15.38029261,0.10235515,,13.2129263,13.42146884,13.7702405,14.44509148,15.38029261,16.61764214,,18.17202801,19.44822461,20.5044733,,17.4762556,2016-06-19T11:35:04.466Z,2016-06-19T11:35:04.466Z,BmiChart
3623,f,AUS,82.5,-2.979609448,15.40373754,0.103341788,,13.21399541,13.42452722,13.77670491,14.4584239,15.40373754,16.65550982,,18.22967635,19.52349477,20.59527834,,17.52482162,2016-06-19T11:35:04.470Z,2016-06-19T11:35:04.470Z,BmiChart
3624,f,AUS,83.5,-2.952930993,15.42816819,0.104332139,,13.2157389,13.42829152,13.78392751,14.4726133,15.42816819,16.69451128,,18.28859138,19.60008044,20.68738721,,17.57460349,2016-06-19T11:35:04.474Z,2016-06-19T11:35:04.474Z,BmiChart
3625,f,AUS,84.5,-2.926186592,15.45356545,0.105325289,,13.21815723,13.43276016,13.79190343,14.48764859,15.45356545,16.73461785,,18.34873428,19.67793583,20.7807491,,17.6255667,2016-06-19T11:35:04.479Z,2016-06-19T11:35:04.479Z,BmiChart
3626,f,AUS,85.5,-2.899435307,15.47991037,0.106320346,,13.22125062,13.43793139,13.80062765,14.50351871,15.47991037,16.77580119,,18.4100666,19.75701564,20.8753139,,17.67767708,2016-06-19T11:35:04.483Z,2016-06-19T11:35:04.483Z,BmiChart
3627,f,AUS,86.5,-2.872731211,15.50718419,0.10731644,,13.22501902,13.44380325,13.81009508,14.52021262,15.50718419,16.81803321,,18.47255029,19.83727506,20.97103216,,17.7309008,2016-06-19T11:35:04.488Z,2016-06-19T11:35:04.488Z,BmiChart
3628,f,AUS,87.5,-2.846123683,15.53536829,0.108312721,,13.22946217,13.45037362,13.82030049,14.53771933,15.53536829,16.86128616,,18.53614768,19.91866977,21.06785511,,17.78520438,2016-06-19T11:35:04.492Z,2016-06-19T11:35:04.492Z,BmiChart
3629,f,AUS,88.5,-2.819657704,15.56444426,0.109308364,,13.23457958,13.45764018,13.83123858,14.55602787,15.56444426,16.90553254,,18.60082149,20.00115598,21.16573466,,17.8405547,2016-06-19T11:35:04.497Z,2016-06-19T11:35:04.497Z,BmiChart
3630,f,AUS,89.5,-2.793374145,15.5943938,0.110302563,,13.24037052,13.46560044,13.84290393,14.57512728,15.5943938,16.95074515,,18.66653485,20.08469037,21.2646234,,17.89691898,2016-06-19T11:35:04.503Z,2016-06-19T11:35:04.503Z,BmiChart
3631,f,AUS,90.5,-2.767310047,15.6251988,0.111294537,,13.24683405,13.47425174,13.85529103,14.59500664,15.6251988,16.99689705,,18.73325124,20.16923016,21.3644746,,17.95426475,2016-06-19T11:35:04.509Z,2016-06-19T11:35:04.509Z,BmiChart
3632,f,AUS,91.5,-2.741498897,15.65684126,0.112283526,,13.25396902,13.48359125,13.86839426,14.61565502,15.65684126,17.04396158,,18.80093458,20.25473307,21.46524221,,18.01255992,2016-06-19T11:35:04.515Z,2016-06-19T11:35:04.515Z,BmiChart
3633,f,AUS,92.5,-2.715970894,15.68930333,0.113268793,,13.26177409,13.49361598,13.8822079,14.63706153,15.68930333,17.09191233,,18.86954915,20.34115737,21.56688088,,18.07177271,2016-06-19T11:35:04.521Z,2016-06-19T11:35:04.521Z,BmiChart
3634,f,AUS,93.5,-2.690753197,15.7225673,0.114249622,,13.27024769,13.50432278,13.89672614,14.65921526,15.7225673,17.14072316,,18.93905963,20.42846182,21.66934595,,18.13187166,2016-06-19T11:35:04.526Z,2016-06-19T11:35:04.526Z,BmiChart
3635,f,AUS,94.5,-2.665870146,15.75661555,0.115225321,,13.27938808,13.51570835,13.91194308,14.68210532,15.75661555,17.19036814,,19.00943108,20.51660573,21.77259347,,18.19282565,2016-06-19T11:35:04.531Z,2016-06-19T11:35:04.531Z,BmiChart
3636,f,AUS,95.5,-2.641343436,15.79143062,0.116195218,,13.28919334,13.52776922,13.9278527,14.70572083,15.79143062,17.24082164,,19.08062897,20.60554896,21.87658015,,18.25460388,2016-06-19T11:35:04.535Z,2016-06-19T11:35:04.535Z,BmiChart
3637,f,AUS,96.5,-2.617192204,15.82699517,0.117158667,,13.2996613,13.54050176,13.9444489,14.7300509,15.82699517,17.29205828,,19.15261918,20.69525186,21.98126336,,18.31717594,2016-06-19T11:35:04.540Z,2016-06-19T11:35:04.540Z,BmiChart
3638,f,AUS,97.5,-2.593430614,15.86329241,0.118115073,,13.31078904,13.55390172,13.96172519,14.75508471,15.86329241,17.34405364,,19.22536854,20.78567525,22.08660008,,18.38051241,2016-06-19T11:35:04.545Z,2016-06-19T11:35:04.545Z,BmiChart
3639,f,AUS,98.5,-2.570076037,15.90030484,0.119063807,,13.32257456,13.56796556,13.97967549,14.78081132,15.90030484,17.39678222,,19.29884326,20.87678068,22.19254999,,18.44458291,2016-06-19T11:35:04.550Z,2016-06-19T11:35:04.550Z,BmiChart
3640,f,AUS,99.5,-2.547141473,15.93801545,0.12000429,,13.33501512,13.58268918,13.99829338,14.80721981,15.93801545,17.45021936,,19.3730104,20.96853014,22.29907253,,18.50935798,2016-06-19T11:35:04.555Z,2016-06-19T11:35:04.555Z,BmiChart
3641,f,AUS,100.5,-2.524635245,15.97640787,0.120935994,,13.34810726,13.59806788,14.01757212,14.83429943,15.97640787,17.50434149,,19.44783809,21.06088607,22.4061266,,18.57480931,2016-06-19T11:35:04.559Z,2016-06-19T11:35:04.559Z,BmiChart
3642,f,AUS,101.5,-2.502569666,16.01546483,0.121858355,,13.36184843,13.61409768,14.0375053,14.86203913,16.01546483,17.55912371,,19.52329364,21.15381165,22.51367407,,18.6409074,2016-06-19T11:35:04.564Z,2016-06-19T11:35:04.564Z,BmiChart
3643,f,AUS,102.5,-2.48095189,16.05516984,0.12277087,,13.37623516,13.63077388,14.05808613,14.89042805,16.05516984,17.61454239,,19.59934557,21.24727049,22.62167597,,18.70762408,2016-06-19T11:35:04.568Z,2016-06-19T11:35:04.568Z,BmiChart
3644,f,AUS,103.5,-2.459785573,16.09550688,0.123673085,,13.39126329,13.6480912,14.07930747,14.91945533,16.09550688,17.67057478,,19.67596331,21.34122666,22.73009308,,18.77493214,2016-06-19T11:35:04.573Z,2016-06-19T11:35:04.573Z,BmiChart
3645,f,AUS,104.5,-2.439080117,16.13645881,0.124564484,,13.40693007,13.6660455,14.1011628,14.94910996,16.13645881,17.72719638,,19.75311515,21.43564505,22.8388898,,18.84280276,2016-06-19T11:35:04.578Z,2016-06-19T11:35:04.578Z,BmiChart
3646,f,AUS,105.5,-2.418838304,16.17800955,0.125444639,,13.42323134,13.68463148,14.12364494,14.97938101,16.17800955,17.78438449,,19.830771,21.5304909,22.94802887,,18.91120897,2016-06-19T11:35:04.585Z,2016-06-19T11:35:04.585Z,BmiChart
3647,f,AUS,106.5,-2.399063683,16.22014281,0.126313121,,13.44016315,13.70384401,14.1467468,15.01025752,16.22014281,17.84211614,,19.90890079,21.62573005,23.05747448,,18.98012366,2016-06-19T11:35:04.591Z,2016-06-19T11:35:04.591Z,BmiChart
